dataset,classifier,method,gmean,gmean_std,worst_recall,balanced_accuracy,macro_f1,rank
pageblocks-full,knn,borderline_smote,0.8642403271952239,0.0339921748179757,0.709206024438761,0.8714569176045681,0.7861832621829421,9.0
pageblocks-full,knn,global_cs,0.8738272329497536,0.0330194062474757,0.7295146348394429,0.880247891265597,0.805641317945862,6.0
pageblocks-full,knn,gmm_sampling,0.8787890424949506,0.0322852890174933,0.7102125603864734,0.886183441415476,0.7611675447049784,4.0
pageblocks-full,knn,gpmr_v3,0.8737856254141291,0.0318043080611925,0.7553009008656215,0.8782914464032687,0.6713164542570066,7.0
pageblocks-full,knn,kde_reconstructed,0.8253615269760107,0.0347496350394723,0.6257141233304916,0.8389120862328432,0.832243020690727,10.0
pageblocks-full,knn,mc_ccr,0.875940571377898,0.0315170757399033,0.7368860471724922,0.881877282904432,0.7970700496376437,5.0
pageblocks-full,knn,mdo,0.7828945170390241,0.0369842609407065,0.4756521739130434,0.811787236309483,0.7760023700498622,13.0
pageblocks-full,knn,none,0.7617742058927872,0.0464166929668959,0.545998294970162,0.7800188692452973,0.8150411256181984,14.0
pageblocks-full,knn,ros,0.8699943581479553,0.0330240549342217,0.7234703040636545,0.8767787933411343,0.8035144102152414,8.0
pageblocks-full,knn,rus,0.7968912445348327,0.0377094715485487,0.6347468269156249,0.8077385904266433,0.5734457888229233,12.0
pageblocks-full,knn,smote,0.8963405796661164,0.0273917081131641,0.7616963893575537,0.9009868934167125,0.7775327769262573,1.0
pageblocks-full,knn,soup,0.8790253388678794,0.0291657960509863,0.7751145812404693,0.8824962592705579,0.6485219824255882,3.0
pageblocks-full,rf,allknn,0.7605307854155611,0.0539364984636163,0.4503807899971583,0.7943692343028772,0.8008902150782776,15.0
pageblocks-full,rf,borderline_smote,0.8652851491484804,0.0353104427870069,0.6973248081841432,0.8731657228069821,0.8517685753721456,9.0
pageblocks-full,rf,global_cs,0.8439550538735158,0.0383972951833094,0.646535379369139,0.8551058741953598,0.8507340396529058,11.0
pageblocks-full,rf,gmm_sampling,0.9106504303164162,0.0234029457493133,0.7750065359477124,0.9148568908680492,0.7770841042695882,4.0
pageblocks-full,rf,gpmr_v3,0.9363117661099494,0.0226040775063793,0.8613609101201728,0.9380341239468396,0.7952060072530247,2.0
pageblocks-full,rf,kde_reconstructed,0.8753011967962169,0.030990073638182,0.7015686274509804,0.8833813238494248,0.8294966198868599,7.0
pageblocks-full,rf,mc_ccr,0.9012909104417424,0.0321981063204719,0.7662536361052985,0.9062009234484892,0.8500807220226371,5.0
pageblocks-full,rf,mdo,0.8302825133974784,0.0419451653398914,0.528695652173913,0.8541255434358317,0.8092637179009468,14.0
pageblocks-full,rf,none,0.8428408907788162,0.046386493537859,0.6378260869565218,0.8552887774715678,0.8630386478940667,13.0
pageblocks-full,rf,ros,0.8433324473883943,0.0406477936888573,0.6416265984654731,0.855045301406674,0.8532102956054277,12.0
pageblocks-full,rf,rus,0.9202594623280884,0.0206032834319575,0.8328919993682239,0.922566740037103,0.6629674222583511,3.0
pageblocks-full,rf,smote,0.8718826670925124,0.0324339243174132,0.6987382779198635,0.8798786154119743,0.8392746072778366,8.0
pageblocks-full,rf,soup,0.9422939298885852,0.0262678942956107,0.8814519884666125,0.9436914110192324,0.7504613528431964,1.0
statlog-landsat,cart,allknn,0.827731245959621,0.0125803516977238,0.6511212698412698,0.8347698849142324,0.831341794620694,1.0
statlog-landsat,cart,borderline_smote,0.8146271572102728,0.0104473883222903,0.5712571428571429,0.8262257669005547,0.8237238070855889,12.0
statlog-landsat,cart,global_cs,0.812633865304073,0.0158760823313966,0.5490349206349207,0.826120327056864,0.8270345767244126,14.0
statlog-landsat,cart,gmm_sampling,0.8268665096283292,0.0099823234403122,0.7011815559395346,0.8322263848658654,0.8198145416071307,3.0
statlog-landsat,cart,gpmr_v3,0.8201693579672832,0.012711955932424,0.6322590476190476,0.8280964790677391,0.8200586968222363,7.0
statlog-landsat,cart,kde_reconstructed,0.8142552681965715,0.0119329057780056,0.5674184126984128,0.8260092375649767,0.822971350838777,13.0
statlog-landsat,cart,mc_ccr,0.8200644897242733,0.0126458255025332,0.5776139682539683,0.8313510023160124,0.8298885096063906,8.0
statlog-landsat,cart,mdo,0.8013605403091174,0.0111370884663944,0.5563733333333333,0.8134902916318388,0.8114795727873911,15.0
statlog-landsat,cart,none,0.8197626685734103,0.015696671620612,0.5603974603174603,0.8326224854602874,0.8325360222394516,9.0
statlog-landsat,cart,ros,0.8148794904568903,0.0121314836927867,0.5535225396825397,0.8279158436805345,0.8277917475319305,11.0
statlog-landsat,cart,rus,0.8162305634257165,0.0131888599417115,0.6595822222222222,0.8225946113585981,0.8124750417196895,10.0
statlog-landsat,cart,smote,0.8222967232427102,0.0135869338025107,0.5853142857142857,0.8329743219346245,0.8305899702399817,5.0
statlog-landsat,cart,soup,0.8276792422818329,0.0089830839163829,0.7108606868331809,0.8322872500395491,0.8178591272249051,2.0
statlog-landsat,knn,allknn,0.8669885988962818,0.0099912040852854,0.7496314244440611,0.8711231185668233,0.8656967877671992,15.0
statlog-landsat,knn,borderline_smote,0.8785071344410721,0.0091167274631651,0.7730396948146269,0.8822170271946291,0.8637133917973917,13.0
statlog-landsat,knn,global_cs,0.8872886336780396,0.0076001644289574,0.7977000796253213,0.8901026303552599,0.8772935001320709,5.0
statlog-landsat,knn,gmm_sampling,0.8830239553567903,0.0084345371100764,0.787665919868125,0.8861652279741438,0.8731098981630911,8.0
statlog-landsat,knn,gpmr_v3,0.8864783580089273,0.0069573158768556,0.7548639193857121,0.8904200923797485,0.8707857352082712,6.0
statlog-landsat,knn,kde_reconstructed,0.8815188866692588,0.0106238343988696,0.689775238095238,0.8876852346221827,0.8892210773431242,11.5
statlog-landsat,knn,mc_ccr,0.8942610337750306,0.0082483200729651,0.7799954252076107,0.8973422314888068,0.8892356603945731,1.0
statlog-landsat,knn,mdo,0.8815380988141635,0.0106100501664841,0.689775238095238,0.8877085399387156,0.8892350967985092,10.0
statlog-landsat,knn,none,0.8815188866692588,0.0106238343988696,0.689775238095238,0.8876852346221827,0.8892210773431242,11.5
statlog-landsat,knn,ros,0.8895381320457545,0.0087503114150907,0.791170079621766,0.8924090770891852,0.880705991533763,4.0
statlog-landsat,knn,rus,0.8823636026125993,0.0076508826848615,0.7725249384563107,0.8857827581809073,0.8739593213317777,9.0
statlog-landsat,knn,smote,0.8903296563693263,0.0080326482367663,0.7946066001121943,0.8931688591172694,0.878495757542384,3.0
statlog-landsat,knn,soup,0.8736486302760467,0.0077749817589553,0.7484608227175054,0.8774496689465728,0.8614663298372018,14.0
statlog-landsat,rf,allknn,0.8663344447606773,0.009106401971163,0.7047829538526227,0.8719298919995646,0.8695402702410511,15.0
statlog-landsat,rf,borderline_smote,0.8935029800064527,0.0094497023957299,0.6822704761904762,0.9005230018501703,0.9004245311638327,2.0
statlog-landsat,rf,global_cs,0.8917834488771165,0.0099997944965873,0.6785955555555556,0.8989265350534024,0.9005651342446501,4.0
statlog-landsat,rf,gmm_sampling,0.8863358274389597,0.0077651479425942,0.7764408343335815,0.8897301568870798,0.8790170795116883,9.0
statlog-landsat,rf,gpmr_v3,0.8964165267284143,0.008930584341337,0.7463341196257752,0.9007818331764564,0.8938572535084538,1.0
statlog-landsat,rf,kde_reconstructed,0.8820297546362034,0.0092876169815491,0.6742895238095238,0.8891657067781178,0.888832703231545,11.0
statlog-landsat,rf,mc_ccr,0.8915438417735237,0.0103673333174842,0.6833790476190477,0.898379840786479,0.8993723464545631,5.0
statlog-landsat,rf,mdo,0.8824930560679656,0.0094438195606379,0.6658044444444444,0.890143175132041,0.8918556867702913,10.0
statlog-landsat,rf,none,0.8804156853730234,0.0105160485570443,0.6209155555555556,0.8912211313362366,0.8976916509745041,12.0
statlog-landsat,rf,ros,0.8911330657798991,0.0099460120771509,0.6728444444444445,0.8986272507865998,0.9010455719548198,6.0
statlog-landsat,rf,rus,0.8904242622759786,0.0096495660118166,0.7506081735886511,0.8945941599975668,0.8863607131817475,7.0
statlog-landsat,rf,smote,0.8930611181547399,0.0107325680306377,0.6873803174603175,0.8997090449419397,0.9008335043786586,3.0
statlog-landsat,rf,soup,0.878427011946795,0.0090946262843097,0.7505217911352641,0.8826905129464303,0.8682127615740624,13.0
thyroid,cart,allknn,0.1233445913502719,0.2430599851411054,0.0603571428571428,0.50648318557588,0.5163588588308964,15.0
thyroid,cart,borderline_smote,0.8940609143005017,0.0955235850478407,0.7665749261212733,0.9080997269292636,0.9046401374949656,8.0
thyroid,cart,global_cs,0.88626765815069,0.0973549060981404,0.7486949650245016,0.9024254978241624,0.900640328052838,11.0
thyroid,cart,gmm_sampling,0.9135483949620132,0.0878394378992195,0.803060169079415,0.9240466527014052,0.8103054830521146,5.0
thyroid,cart,gpmr_v3,0.959026866465299,0.0539616451327266,0.8992815060038154,0.961959469569446,0.9166000639157754,2.0
thyroid,cart,kde_reconstructed,0.8811875610456406,0.107625594148424,0.7519432910634797,0.8961299392760509,0.8492005452058367,12.0
thyroid,cart,mc_ccr,0.8933547103986992,0.0863143522345299,0.7803992256761306,0.902963378595743,0.8971045440309909,9.0
thyroid,cart,mdo,0.8625734269920217,0.1128880856592419,0.7141125201062357,0.8809550929562713,0.8688505488606145,13.0
thyroid,cart,none,0.9142436767254049,0.0705858817978161,0.7988442187558448,0.9227830147508074,0.9174660774262012,4.0
thyroid,cart,ros,0.8909398009533074,0.0879607135253958,0.7575022444170126,0.9045095013653536,0.9038196402623022,10.0
thyroid,cart,rus,0.962603176944647,0.0438860616059913,0.9102337934388208,0.9641182558386014,0.8199612888518721,1.0
thyroid,cart,smote,0.8974096968271558,0.0907015943498314,0.7725597576029627,0.910044171373708,0.9065642066563632,7.0
thyroid,cart,soup,0.9499672444402968,0.0630237595881837,0.8754771256499458,0.9550061409743263,0.9157312022960284,3.0
thyroid,knn,allknn,0.0560445905037432,0.1590639121526211,0.0324999999999999,0.3761276013416625,0.3809367316146904,15.0
thyroid,knn,borderline_smote,0.5379281338221292,0.2004144639903523,0.3429761904761904,0.6211076509682165,0.5908264551272036,8.0
thyroid,knn,global_cs,0.5540092815465211,0.208843685184541,0.3633333333333333,0.6289788526041472,0.5732961218424455,6.5
thyroid,knn,gmm_sampling,0.4631210317757674,0.2348004885964432,0.2776190476190476,0.5765626130001621,0.5053779664894956,10.0
thyroid,knn,gpmr_v3,0.6055595355725331,0.1936618830871758,0.4635964912280701,0.6420801693287946,0.4795159888370467,1.0
thyroid,knn,kde_reconstructed,0.275854835922862,0.2677099765026234,0.1314285714285714,0.5222987194354044,0.540520580303683,13.0
thyroid,knn,mc_ccr,0.5547027641086146,0.208018575596816,0.3633333333333333,0.6290809735782241,0.5718389766851626,5.0
thyroid,knn,mdo,0.2867860606950542,0.2594669758393308,0.1328571428571428,0.5372242484320253,0.5748311005840278,12.0
thyroid,knn,none,0.2354382383422141,0.2571060243164716,0.1169047619047619,0.493708462699036,0.5328359882211336,14.0
thyroid,knn,ros,0.5540092815465211,0.208843685184541,0.3633333333333333,0.6289788526041472,0.5732961218424455,6.5
thyroid,knn,rus,0.4684153382315351,0.2070981277123287,0.2991631130063965,0.5511636367036995,0.3211317150080509,9.0
thyroid,knn,smote,0.5847246022818403,0.2073127610829379,0.4088095238095238,0.6473027406825521,0.571349771422461,2.0
thyroid,knn,soup,0.5785893552951213,0.1887380867797621,0.425407268170426,0.6211659434656293,0.4782635371234283,3.0
thyroid,rf,allknn,0.0495858524536729,0.1525502579546751,0.0164285714285714,0.4693612763251411,0.4898052548008366,15.0
thyroid,rf,borderline_smote,0.9412561183321536,0.0595004695913768,0.8616899524931732,0.9455866033242312,0.9256209247416424,11.0
thyroid,rf,global_cs,0.94610066138286,0.0430334945961545,0.8619936034115139,0.949742827217297,0.9284694566713144,10.0
thyroid,rf,gmm_sampling,0.9754429275800952,0.0377749462662351,0.9378708899113456,0.9767361500766844,0.8997653650113362,1.0
thyroid,rf,gpmr_v3,0.9689095595313912,0.0402545877541327,0.9215843713762016,0.9706089228045238,0.9117631025040408,3.0
thyroid,rf,kde_reconstructed,0.9575882060432866,0.0524194757936311,0.89386460554371,0.9606148767440992,0.9228010886720596,7.0
thyroid,rf,mc_ccr,0.9652148992438492,0.0418011328624993,0.9098729098866568,0.967506359181536,0.9372573672769576,5.0
thyroid,rf,mdo,0.8763276424649717,0.0999985133969714,0.7285924699809224,0.8919251486926271,0.8819116638399405,14.0
thyroid,rf,none,0.92990972980992,0.0706891369129853,0.8266136423147421,0.93754663399793,0.9287249822453996,12.0
thyroid,rf,ros,0.9533624980650728,0.0440956784224172,0.8792172595668275,0.9566354318632402,0.930902947892878,9.0
thyroid,rf,rus,0.9679478812159747,0.0362854335812899,0.9207680582052146,0.9688963702789312,0.7977380321411769,4.0
thyroid,rf,smote,0.9536626414970332,0.0494535486912815,0.8851257808700856,0.9568008017556328,0.9266636651563032,8.0
thyroid,rf,soup,0.971631594996562,0.0390250691341454,0.925265682863876,0.9735361725208544,0.9176466658138864,2.0
vehicle,cart,allknn,0.615089554231299,0.0379548069826659,0.340352360817477,0.6747521567579707,0.649991456981019,15.0
vehicle,cart,borderline_smote,0.6874392830435286,0.0365883037514251,0.4804223296083761,0.7157409257409257,0.7137773941464962,3.0
vehicle,cart,global_cs,0.6900300379384856,0.030811121719788,0.4896612302426256,0.7168085151282826,0.7152093347757723,1.0
vehicle,cart,gmm_sampling,0.6788690154018755,0.0394769569763469,0.4683031309775495,0.7087950934724191,0.7059779606885261,7.0
vehicle,cart,gpmr_v3,0.6768781177446341,0.0376954911438498,0.4687823416893184,0.7069464498679615,0.7052583141756759,14.0
vehicle,cart,kde_reconstructed,0.6808895170943928,0.0338811779895077,0.4671217154938085,0.710830910368701,0.707660141481497,5.0
vehicle,cart,mc_ccr,0.6787406967803785,0.0369556778049478,0.4731918856337461,0.7082621767767117,0.7058197361854667,8.5
vehicle,cart,mdo,0.6786759507377016,0.0410987056664988,0.4758542232960838,0.707412693895252,0.7054093582746997,10.0
vehicle,cart,none,0.6787406967803785,0.0369556778049478,0.4731918856337461,0.7082621767767117,0.7058197361854667,8.5
vehicle,cart,ros,0.6780457413047146,0.0320500342705034,0.4703619248968085,0.7072035687181036,0.7050587860863115,12.0
vehicle,cart,rus,0.6778694263983076,0.0370428848482487,0.4732538004631028,0.7072272030295287,0.7046895905487268,13.0
vehicle,cart,smote,0.6886709717690763,0.0389768136623085,0.4933147085472666,0.7152224267980083,0.7132318456668698,2.0
vehicle,cart,soup,0.6852129427480007,0.0350228154293549,0.4854716601228229,0.7130590010764429,0.7107976262271909,4.0
vehicle,knn,allknn,0.5663451844718161,0.0376094772430386,0.2796506594181012,0.6449657203261855,0.6087734083760862,15.0
vehicle,knn,borderline_smote,0.677973787488173,0.0288529032351025,0.4490556730091613,0.7155321490524978,0.7083205122541092,2.0
vehicle,knn,global_cs,0.675765039077796,0.0271795385183768,0.4421564482029598,0.7139398595590456,0.7069785624119754,4.0
vehicle,knn,gmm_sampling,0.6758467708758096,0.0291238439147346,0.4490596999899325,0.7125303001262303,0.7055378478785626,3.0
vehicle,knn,gpmr_v3,0.6788510517640257,0.0301640302133671,0.4490979563072586,0.7173139263836938,0.7100226307941381,1.0
vehicle,knn,kde_reconstructed,0.6729270076972564,0.0305242802211065,0.4402964864592771,0.7102224713271226,0.7040512245264163,10.0
vehicle,knn,mc_ccr,0.6729270076972564,0.0305242802211065,0.4402964864592771,0.7102224713271226,0.7040512245264163,10.0
vehicle,knn,mdo,0.6734065979620177,0.030221775919973,0.4402964864592771,0.7108570867117379,0.7046637605751842,8.0
vehicle,knn,none,0.6729270076972564,0.0305242802211065,0.4402964864592771,0.7102224713271226,0.7040512245264163,10.0
vehicle,knn,ros,0.6740800959789204,0.0293933449247879,0.4412488674116581,0.7121050732213523,0.7052808370679862,7.0
vehicle,knn,rus,0.6713874878860735,0.0303205635646765,0.434584214235377,0.7102536184745487,0.702781013499814,12.0
vehicle,knn,smote,0.675112590815087,0.0273492199085013,0.4450352360817476,0.7130373279820954,0.7063244968911294,5.0
vehicle,knn,soup,0.6750209555592204,0.0296744850183647,0.4440828551293667,0.7121010946417923,0.7052540957448066,6.0
vehicle,rf,allknn,0.616314772588576,0.0416890538752901,0.3110686600221484,0.690394193016286,0.6561153821568051,15.0
vehicle,rf,borderline_smote,0.71767451373767,0.029868340162493,0.4840214436726064,0.7555286109239597,0.7469068880751487,6.0
vehicle,rf,global_cs,0.7155553077316367,0.0347309824047838,0.4774242424242424,0.7537586773691425,0.7450990695998583,11.0
vehicle,rf,gmm_sampling,0.715226520093617,0.029181043772483,0.4837088492902446,0.7520911598091832,0.7429046179522352,13.0
vehicle,rf,gpmr_v3,0.7162094894160318,0.0345666761888954,0.4855753548776804,0.7542824617243222,0.7451850697848066,10.0
vehicle,rf,kde_reconstructed,0.7166357741471626,0.0330095987460142,0.4826281083257827,0.7543242958591796,0.7459522775480417,9.0
vehicle,rf,mc_ccr,0.7217191178887745,0.031382876498702,0.4897895902547065,0.7585411913667728,0.7499910033520126,1.0
vehicle,rf,mdo,0.7194861775069498,0.0330094152854937,0.4857918050941306,0.7572130843962239,0.7483010344833919,4.0
vehicle,rf,none,0.717402856961818,0.0329482821175283,0.4842691029900332,0.7552256222459711,0.7467091605314929,7.0
vehicle,rf,ros,0.7203445890576119,0.0331853384987496,0.489190073492399,0.7570382543812777,0.748853797744512,2.0
vehicle,rf,rus,0.7195132525202104,0.0272762638476668,0.4872732306453236,0.7563027098870123,0.7476262678012833,3.0
vehicle,rf,smote,0.7186843378173232,0.0357610162609377,0.4809307359307359,0.7564264640398362,0.7480122894463183,5.0
vehicle,rf,soup,0.7155020631705256,0.0332169248493117,0.4827730796335447,0.7532853561167515,0.7443096933517737,12.0
wine,cart,allknn,0.906103788427275,0.0472014237873553,0.8031904761904762,0.9113083213083212,0.904270566171374,15.0
wine,cart,borderline_smote,0.9247657486960448,0.0565419354130737,0.8593217893217893,0.927093314093314,0.9254188123312972,6.0
wine,cart,global_cs,0.9283813935687216,0.0467658534269547,0.861023088023088,0.9309062049062048,0.930412663577746,3.0
wine,cart,gmm_sampling,0.9153026775969249,0.0505110994880303,0.8316075036075036,0.9191197691197692,0.9146082075592566,13.0
wine,cart,gpmr_v3,0.9258553726239168,0.0435767102554693,0.8613290043290043,0.927942760942761,0.9259404203338132,5.0
wine,cart,kde_reconstructed,0.920818817935694,0.0559634549067461,0.8458802308802309,0.924165464165464,0.919992590052819,7.0
wine,cart,mc_ccr,0.9177728512600916,0.0492981486948357,0.8488686868686868,0.9204607984607984,0.9180135986007716,10.5
wine,cart,mdo,0.9339346552723424,0.0489682322259233,0.8635613275613275,0.9370014430014432,0.932886029279958,2.0
wine,cart,none,0.9177728512600916,0.0492981486948357,0.8488686868686868,0.9204607984607984,0.9180135986007716,10.5
wine,cart,ros,0.9384237510598362,0.0473527280758297,0.884005772005772,0.940030303030303,0.9395857582763284,1.0
wine,cart,rus,0.9188477328654177,0.0557010518145735,0.8457373737373737,0.9217551707551708,0.9198887612008496,9.0
wine,cart,smote,0.9268096949452556,0.0627541566279003,0.8665945165945166,0.928964405964406,0.9288520284736048,4.0
wine,cart,soup,0.9101714396077368,0.0552058807068926,0.8228715728715729,0.9144588744588744,0.9093393578628652,14.0
wine,knn,allknn,0.9505162138999104,0.0336113778005966,0.8636190476190475,0.953873015873016,0.9462811450977264,14.0
wine,knn,borderline_smote,0.966559355937289,0.0300502777157543,0.9105396825396824,0.9681798941798944,0.9639061637074344,5.0
wine,knn,global_cs,0.959381971655912,0.0320238405855036,0.885904761904762,0.961968253968254,0.955356435883162,8.0
wine,knn,gmm_sampling,0.9554375602654288,0.0356983367372851,0.8757142857142857,0.9585714285714286,0.9514301993990572,12.0
wine,knn,gpmr_v3,0.9567548837374436,0.0378877631735526,0.8830476190476191,0.9596825396825398,0.953121081768074,11.0
wine,knn,kde_reconstructed,0.9671328888962868,0.0270014473566561,0.9083809523809524,0.9687936507936508,0.9640749024830932,4.0
wine,knn,mc_ccr,0.9701928113556054,0.0280648543630904,0.9204444444444444,0.9714814814814816,0.9677210994065544,1.5
wine,knn,mdo,0.9675571679624456,0.0298158989269161,0.9133015873015872,0.9691005291005292,0.9648061786350354,3.0
wine,knn,none,0.9701928113556054,0.0280648543630904,0.9204444444444444,0.9714814814814816,0.9677210994065544,1.5
wine,knn,ros,0.9575013967204734,0.0333515012458923,0.8843809523809523,0.9601269841269842,0.9537589440335226,9.0
wine,knn,rus,0.9517813040724298,0.0357508408276094,0.8687301587301587,0.9551005291005292,0.9478206997379334,13.0
wine,knn,smote,0.9570691144569452,0.0351934473025803,0.8818095238095238,0.959936507936508,0.9532730490374826,10.0
wine,knn,soup,0.9502821614147828,0.0378121910188939,0.862095238095238,0.954031746031746,0.945650460433632,15.0
wine,rf,allknn,0.975178121603396,0.026295817475488,0.9293333333333332,0.9764444444444444,0.9720098834498055,12.0
wine,rf,borderline_smote,0.984523021533107,0.0203136677053614,0.956896103896104,0.9850764790764792,0.982983293944673,1.0
wine,rf,global_cs,0.9819713900743184,0.0230099215082389,0.950800865800866,0.9826796536796536,0.9801739934748376,9.0
wine,rf,gmm_sampling,0.9729345287036856,0.0274048038908208,0.926943722943723,0.9742510822510824,0.9698127022655916,15.0
wine,rf,gpmr_v3,0.982793308267324,0.0221414909764035,0.9506666666666668,0.9835555555555556,0.980559741908436,8.0
wine,rf,kde_reconstructed,0.9781842323462868,0.0246896669955793,0.9402294372294372,0.9791558441558442,0.9755400467582797,11.0
wine,rf,mc_ccr,0.9830514275407756,0.0220154018716583,0.954038961038961,0.9836796536796536,0.9812879680744696,6.0
wine,rf,mdo,0.972947739879926,0.0298287141894566,0.9274675324675324,0.9743463203463204,0.9699008593395084,14.0
wine,rf,none,0.9839799133895738,0.0215813165520708,0.9554675324675324,0.9846002886002888,0.9824326098461628,4.0
wine,rf,ros,0.984170940819267,0.0194780183937053,0.9555627705627704,0.9847431457431458,0.9823400391206172,3.0
wine,rf,rus,0.9802470982817212,0.0209991011078747,0.9444761904761904,0.981015873015873,0.9778146271920544,10.0
wine,rf,smote,0.9829828591672304,0.0206845288399317,0.9524675324675324,0.9836002886002886,0.9812994243142504,7.0
wine,rf,soup,0.9746149608125504,0.027942430807946,0.9292857142857144,0.975952380952381,0.9714352956114496,13.0
winequality-red,cart,allknn,0.0,0.0,0.0,0.2822129751293631,0.2763045954968871,13.5
winequality-red,cart,borderline_smote,0.0,0.0,0.0,0.3486520892657833,0.3428776043615567,13.5
winequality-red,cart,global_cs,0.0,0.0,0.0,0.3441197635171991,0.3416382139357599,13.5
winequality-red,cart,gmm_sampling,0.1288682665789089,0.2002480851477447,0.0637575757575757,0.4018582196066805,0.3150727650995961,1.0
winequality-red,cart,gpmr_v3,0.117122418507998,0.1823263924508301,0.0730059129682653,0.3634329354283603,0.2744797261430853,3.0
winequality-red,cart,kde_reconstructed,0.0703170258825643,0.1631574579942606,0.0315454545454545,0.394396579144753,0.3407018247985482,4.0
winequality-red,cart,mc_ccr,0.0,0.0,0.0,0.3504414444327641,0.3442800196044909,13.5
winequality-red,cart,mdo,0.024652494224661,0.0985954233175078,0.0116363636363636,0.3619113668079446,0.3610454659397479,7.0
winequality-red,cart,none,0.007433512267615,0.0525628693246401,0.0018181818181818,0.3543260640952914,0.3528686811148608,11.0
winequality-red,cart,ros,0.0146768384143869,0.0727353100966629,0.004,0.3566258949054938,0.3524152986915697,9.0
winequality-red,cart,rus,0.1248752714212828,0.1626486110275809,0.0555906432902437,0.31716552959605,0.1954217623864372,2.0
winequality-red,cart,smote,0.0075860554843485,0.0536415127544027,0.002,0.3700196171609345,0.3485864032913459,10.0
winequality-red,cart,soup,0.0445934762235304,0.1355584658330358,0.0300980392156862,0.3568008094993625,0.2815109781212391,5.0
winequality-red,knn,allknn,0.0,0.0,0.0,0.2786532324708525,0.2749371607621454,13.0
winequality-red,knn,borderline_smote,0.0,0.0,0.0,0.3456292573051961,0.3077518651480856,13.0
winequality-red,knn,global_cs,0.01410444301924,0.0698064912092201,0.0038181818181818,0.3435490360270489,0.3002270276192343,7.0
winequality-red,knn,gmm_sampling,0.066684961772879,0.1443802720117686,0.0274545454545454,0.3545316021745652,0.2919012088696238,6.0
winequality-red,knn,gpmr_v3,0.1611634990494422,0.1853577581656309,0.0846124507874015,0.346973487278722,0.2256362923001822,1.0
winequality-red,knn,kde_reconstructed,0.0,0.0,0.0,0.3208409261854407,0.310882145838506,13.0
winequality-red,knn,mc_ccr,0.013908839496505,0.0688310541111225,0.0038181818181818,0.3476842451756035,0.3005193119088746,8.0
winequality-red,knn,mdo,0.0,0.0,0.0,0.2832559748982676,0.2871121581575545,13.0
winequality-red,knn,none,0.0,0.0,0.0,0.280538918786019,0.2837898139275916,13.0
winequality-red,knn,ros,0.0138943592906052,0.0687890860976462,0.0038181818181818,0.3390803722971441,0.3034333239818935,9.0
winequality-red,knn,rus,0.1008304056940982,0.1575310791492289,0.0477838259056163,0.311543570438038,0.2034416395663573,3.0
winequality-red,knn,smote,0.0754402347520523,0.1642639815030725,0.039075161059413,0.3560222090888031,0.2942589746192764,5.0
winequality-red,knn,soup,0.0854839991875917,0.1632324538727473,0.0578408773057316,0.340453766746347,0.2511895999440454,4.0
winequality-red,rf,allknn,0.0,0.0,0.0,0.2934979346504053,0.2928149391014986,11.0
winequality-red,rf,borderline_smote,0.0,0.0,0.0,0.3840032881117255,0.3844114369204174,11.0
winequality-red,rf,global_cs,0.0,0.0,0.0,0.368023119114815,0.3732160611611885,11.0
winequality-red,rf,gmm_sampling,0.1731134025826048,0.2254894026132448,0.0958087121212121,0.4414008670445123,0.3602803816220853,2.0
winequality-red,rf,gpmr_v3,0.1642898958972901,0.2227785082061726,0.0970549615246957,0.413972642066341,0.3132357848480433,3.0
winequality-red,rf,kde_reconstructed,0.0793955625360021,0.1721204920387851,0.0331818181818181,0.4170493764755391,0.3883267895395266,4.0
winequality-red,rf,mc_ccr,0.0,0.0,0.0,0.3721650918035656,0.3758257499947867,11.0
winequality-red,rf,mdo,0.0,0.0,0.0,0.3552880977518054,0.3663889532587376,11.0
winequality-red,rf,none,0.0,0.0,0.0,0.3537011947768135,0.3622654130200453,11.0
winequality-red,rf,ros,0.0,0.0,0.0,0.3660837997723082,0.372460475534743,11.0
winequality-red,rf,rus,0.1843837108651269,0.1753722021048699,0.0959624378246425,0.342201960230475,0.2169814587065813,1.0
winequality-red,rf,smote,0.0,0.0,0.0,0.4027615380538638,0.3927230263208511,11.0
winequality-red,rf,soup,0.0094920248879798,0.06711875165482,0.005,0.3645526665749054,0.2934764654928943,6.0
balance,cart,gdhs_lc_official,0.5673958804899308,,0.3549042145593869,,,3.0
balance,cart,mc_mbrc_reconstructed,0.10892534992642032,,0.028444444444444446,,,9.0
balance,knn,gdhs_lc_official,0.6859104245239662,,0.6040629159104658,,,6.0
balance,knn,mc_mbrc_reconstructed,0.41492153176600416,,0.166,,,8.0
balance,rf,gdhs_lc_official,0.5773286102243486,,0.3313333333333333,,,3.0
balance,rf,mc_mbrc_reconstructed,0.0,,0.0,,,12.0
car,cart,gdhs_lc_official,0.9396706959730308,,0.8715163783584836,,,1.0
car,cart,mc_mbrc_reconstructed,0.9111329672968844,,0.8104595404595405,,,12.0
car,knn,gdhs_lc_official,0.6753446829638023,,0.5269372732530627,,,2.0
car,knn,mc_mbrc_reconstructed,0.38572968627938115,,0.16340659340659336,,,12.0
car,rf,gdhs_lc_official,0.9354894466253683,,0.8443020615747889,,,6.0
car,rf,mc_mbrc_reconstructed,0.9102364248932884,,0.7950504041413133,,,10.0
cleveland,cart,gdhs_lc_official,0.07174160910365349,,0.03446753246753246,,,3.0
